n_estimators,max_depth,class_weight,accuracy,precision,recall,f1
300,30,balanced_subsample,0.8614134866082757,0.7815690034403023,0.7086662842455855,0.7433344333291744
300,30,balanced_subsample,0.8614134866082757,0.7815690034403023,0.7086662842455855,0.7433344333291744
200,20,balanced_subsample,0.8614134866082757,0.7815690034403023,0.7086662842455855,0.7433344333291744
